"","tx_id","Length","EffectiveLength","Overdispersion","logFC","logCPM","F.x","PValue","FDR","Results","tx_version","NIF_dEJ","NIF_uORF","NIF_long_3utr","NIF|__|GC(cds[-10:termination_codon])","GC_5utr","GC_cds","GC_3utr","GC_exons","GC_introns","LENGTH_5utr","LENGTH_cds","LENGTH_3utr","LENGTH_exons","LENGTH_introns","EXONS_count","dEJs|__|penultimate-exon>=55(nts)","uORFs|__|count","uORFs|__|gc-content","uORFs|__|lengths","uORFs|__|max-length","nif_feature","gene_id","gene.x","A","Coef.UPF3B_vs_Control","Coef.UPF3A_vs_Control","Coef.UPF3A_OE_vs_Control","Coef.DoubleKD_vs_Control","Coef.UPF3A_OE_UPF3B_KD_vs_Control","t.UPF3B_vs_Control","t.UPF3A_vs_Control","t.UPF3A_OE_vs_Control","t.DoubleKD_vs_Control","t.UPF3A_OE_UPF3B_KD_vs_Control","p.value.UPF3B_vs_Control","p.value.UPF3A_vs_Control","p.value.UPF3A_OE_vs_Control","p.value.DoubleKD_vs_Control","p.value.UPF3A_OE_UPF3B_KD_vs_Control","p.value.adj.UPF3B_vs_Control","p.value.adj.UPF3A_vs_Control","p.value.adj.UPF3A_OE_vs_Control","p.value.adj.DoubleKD_vs_Control","p.value.adj.UPF3A_OE_UPF3B_KD_vs_Control","F.y","F.p.value","Res.UPF3B_vs_Control","Res.UPF3A_vs_Control","Res.UPF3A_OE_vs_Control","Res.DoubleKD_vs_Control","Res.UPF3A_OE_UPF3B_KD_vs_Control","gene.y","entrez"
"47","ENSMUST00000109775",1573,1300.094,3.10424466160198,1.69501135863659,1.33491508471434,81.7570099788222,2.09697314750381e-09,6.08761715225343e-07,1,"ENSMUST00000109775.4","0","1","0",0.5,0.530612244897959,0.556270096463023,0.547297297297297,"[0.5228758169934641, 0.5476190476190477, 0.5540958268933539]","[0.49923342276734384, 0.4859437751004016]",196,933,444,"[153, 126, 1294]","[5218, 498]",3,NA,1,"[0.46153846153846156]","[39]",39,"One","ENSMUSG00000068246","Apol9b",2.25,1.019,1.702,-0.338,1.873,0.928,5.49,9.83,-1.48,10.89,4.97,5e-05,0,0.15935,0,0.00015,0.000761,4e-06,0.718233,0,0.001866,50.08,0,1,1,0,1,1,"Apol9b","71898"
"48","ENSMUST00000034453",1446,1173.094,1,0.708877983242429,4.90647342506561,74.5780138777532,5.10029961081041e-09,1.30481602480814e-06,1,"ENSMUST00000034453.6","0","0","0",0.4,0.597222222222222,0.576719576719577,0.529166666666667,"[0.6333333333333333, 0.6099290780141844, 0.5661538461538461, 0.5802469135802469, 0.5729166666666666, 0.5439560439560439, 0.5546875]","[0.5295315682281059, 0.5204081632653061, 0.609271523178808, 0.6907216494845361, 0.6766917293233082, 0.6447368421052632]",72,1134,240,"[60, 141, 325, 162, 192, 182, 384]","[982, 98, 151, 97, 133, 76]",7,NA,0,"","",NA,"None","ENSMUSG00000031972","Acta1",4.51,1.154,0.687,0.175,1.322,1.135,12.39,7.18,1.75,14.32,12.2,0,0,0.09889,0,0,0,9.6e-05,0.633745,0,0,72.21,0,1,1,0,1,1,"Acta1","11459"
"49","ENSMUST00000027015",1531,1258.094,1.12929655266982,-0.616176421091659,5.21272070380169,72.4722765877401,6.7015442175753e-09,1.62316159442609e-06,-1,"ENSMUST00000027015.7","0","1","0",0.4,0.406698564593301,0.417700578990902,0.327433628318584,"[0.41203703703703703, 0.4044943820224719, 0.42857142857142855, 0.415929203539823, 0.4367816091954023, 0.4297872340425532, 0.36879432624113473, 0.41818181818181815, 0.4423076923076923, 0.32407407407407407]","[0.3920863309352518, 0.41015625, 0.33320266562132494, 0.37393162393162394, 0.3179347826086957, 0.2766990291262136, 0.34935718278367806, 0.28893905191873587, 0.38141809290953543]",209,1209,113,"[216, 267, 63, 113, 174, 235, 141, 110, 104, 108]","[556, 256, 2551, 468, 368, 412, 1789, 443, 409]",10,NA,1,"[0.40229885057471265]","[87]",87,"One","ENSMUSG00000025888","Casp1",4.86,-0.883,-0.633,-0.119,-1.384,-0.994,-12.89,-9.48,-1.83,-19.19,-14.43,0,0,0.08601,0,0,0,6e-06,0.611852,0,0,111.45,0,-1,-1,0,-1,-1,"Casp1","12362"
"50","ENSMUST00000060174",1946,1673.094,1.09229422068481,1.70938639243499,0.543050292205573,69.0278763309779,1.06132387609116e-08,2.41350945666885e-06,1,"ENSMUST00000060174.6","0","1","0",0.5,0.538823529411765,0.60081053698075,0.49812734082397,"[0.5838150289017341, 0.5045871559633027, 0.5639871382636656]","[0.4899586776859504, 0.47564935064935066]",425,987,534,"[173, 218, 1555]","[24200, 616]",3,NA,2,"[0.5098039215686274, 0.5632183908045977]","[51, 87]",87,"One","ENSMUSG00000048779","P2ry6",-0.33,0.775,1.684,0.3,1.694,0.9,3.48,8.36,1.27,8.36,4.11,0.0032,0,0.22128,0,0.00086,0.017044,2.3e-05,0.775098,5e-06,0.007197,24.51,0,1,1,0,1,1,"P2ry6","233571"
"51","ENSMUST00000181981",4633,4360.094,1.68568529918609,1.63179462418798,0.868753945776652,64.2390586076688,2.07082272346885e-08,4.17561510048032e-06,1,"ENSMUST00000181981.8","0","1","1",0.3,0.545454545454545,0.590072320841552,0.515738498789346,"[0.5686274509803921, 0.4642857142857143, 0.5892857142857143, 0.5523809523809524, 0.4657534246575342, 0.5544554455445545, 0.6136363636363636, 0.6193548387096774, 0.6328871892925431, 0.5632183908045977, 0.5185185185185185, 0.4782608695652174, 0.4691358024691358, 0.6, 0.5, 0.47706422018348627, 0.6079295154185022, 0.6031746031746031, 0.6610169491525424, 0.6057692307692307, 0.5293305728088337]","[0.482966603373171, 0.4838426853707415, 0.47703703703703704, 0.4579330422125182, 0.5004659832246039, 0.4778416085350841, 0.4721816707218167, 0.47735314932767164, 0.5520833333333334, 0.5212880143112701, 0.48499041941664894, 0.5664739884393064, 0.4546070460704607, 0.5346938775510204, 0.4678155093765839, 0.5803571428571429, 0.4779158040027605, 0.5294117647058824, 0.5181347150259067, 0.5398230088495575]",352,3042,1239,"[255, 84, 112, 105, 73, 101, 176, 465, 523, 87, 54, 69, 81, 150, 102, 109, 227, 189, 118, 104, 1449]","[8953, 7984, 675, 3435, 1073, 4874, 6165, 5652, 288, 2795, 9394, 173, 1476, 490, 1973, 112, 2898, 85, 965, 678]",21,NA,1,"[0.4954954954954955]","[111]",111,"Two","ENSMUSG00000045659","Plekha7",0,1.009,1.656,-0.24,2.019,0.755,5.24,9.27,-1.07,11.58,3.82,9e-05,0,0.30226,0,0.00157,0.001121,8e-06,0.834581,0,0.011324,49.84,0,1,1,0,1,1,"Plekha7","233765"
"52","ENSMUST00000028515",4386,4113.094,1,1.07064989519079,2.69974913895639,61.4960492438358,3.08768210752907e-08,5.72396143442588e-06,1,"ENSMUST00000028515.4","0","0","1",0.4,0.745098039215686,0.516739446870451,0.432961837217156,"[0.6808510638297872, 0.541095890410959, 0.37777777777777777, 0.44545454545454544, 0.5408163265306123, 0.5672268907563025, 0.5446428571428571, 0.45, 0.4364694471387003]","[0.4427222519151969, 0.5833333333333334, 0.35436382754994744, 0.500908540278619, 0.4388020833333333, 0.4571975131516021, 0.4252173913043478, 0.4720812182741117]",51,1374,2961,"[94, 146, 45, 110, 196, 238, 224, 240, 3093]","[5613, 120, 951, 1651, 768, 2091, 1150, 394]",9,NA,0,"","",NA,"One","ENSMUSG00000027107","Chrna1",0.43,0.644,1.041,-0.149,1.648,0.639,3.88,6.65,-0.81,11.18,3.87,0.00138,1e-05,0.42923,0,0.00142,0.009076,0.000189,0.894477,0,0.010438,39.05,0,1,1,0,1,1,"Chrna1","11435"
"53","ENSMUST00000023509",8172,7899.094,1.1185249443345,0.673723011874869,3.76178769275318,61.2439863948071,3.20519566524986e-08,5.83103440736323e-06,1,"ENSMUST00000023509.5","0","0","1",0.3,0.511811023622047,0.454797559622851,0.391659852820932,"[0.6615384615384615, 0.36507936507936506, 0.45769622833843016, 0.44324324324324327, 0.3949579831932773, 0.4444444444444444, 0.48148148148148145, 0.39312856238125393]","[0.4185185185185185, 0.388671875, 0.4104380511782565, 0.3339191564147627, 0.3967828418230563, 0.43546030199707747, 0.428078250863061]",254,1803,6115,"[130, 63, 981, 185, 119, 189, 189, 6316]","[4320, 4608, 6917, 1138, 1865, 2053, 2607]",8,NA,0,"","",NA,"One","ENSMUSG00000062901","Klhl24",0.76,0.982,0.648,-0.385,1.068,0.662,8.76,5.58,-2.81,9.62,5.68,0,5e-05,0.01283,0,4e-05,9e-06,0.000873,0.328201,1e-06,0.000641,48.22,0,1,1,0,1,1,"Klhl24","75785"
"54","ENSMUST00000117944",1686,1413.094,1.04886975641518,1.09959919316418,2.09073398750754,61.2119268368757,3.22048478109888e-08,5.83292493560709e-06,1,"ENSMUST00000117944.2","0","0","0",0.6,0.468944099378882,0.55982905982906,0.310747663551402,"[0.4457831325301205, 0.44, 0.48435374149659866]","[0.39244935543278087, 0.40996838385716944]",322,936,428,"[166, 50, 1470]","[5430, 134425]",3,NA,0,"","",NA,"None","ENSMUSG00000051022","Hs3st1",1.56,0.715,1.1,0.336,1.743,0.502,4.13,6.68,1.84,11.2,2.81,0.00083,1e-05,0.08547,0,0.01274,0.006209,0.000183,0.611852,0,0.053879,32,0,1,1,0,1,0,"Hs3st1","15476"
"55","ENSMUST00000112976",3077,2804.094,4.86927538770833,1.51544276363762,0.815707583326552,60.2727182987093,3.70523767535779e-08,6.62299099412317e-06,1,"ENSMUST00000112976.9","0","0","0",0.4,NA,0.565947242206235,0.528225806451613,"[0.7483443708609272, 0.4742268041237113, 0.5373134328358209, 0.5034722222222222, 0.3958333333333333, 0.5172413793103449, 0.516260162601626, 0.5700934579439252, 0.5359424920127795]","[0.4630246697065357, 0.4692971639950678, 0.45416755489234706, 0.4738567447959351, 0.4264870931537598, 0.46725459631440713, 0.4806020965863274, 0.48294087859222684]",NA,2085,992,"[453, 97, 134, 576, 96, 116, 246, 107, 1252]","[34212, 4055, 37528, 12202, 891, 93662, 11161, 31596]",9,NA,NA,"","",NA,"None","ENSMUSG00000026885","Ttll11",3.95,1.289,1.502,0.448,2.772,1.075,10.51,12.46,3.4,24.2,8.64,0,0,0.00375,0,0,1e-06,0,0.232866,0,1.3e-05,141.35,0,1,1,0,1,1,"Ttll11","74410"
"56","ENSMUST00000028970",2951,2678.094,1,1.1640475255927,1.78133028474801,54.2797594973212,9.42357112949366e-08,1.477912019324e-05,1,"ENSMUST00000028970.8","0","0","0",0.7,0.540816326530612,0.561889250814332,0.599123767798467,"[0.5362903225806451, 0.6147368421052631, 0.597972972972973, 0.5660377358490566, 0.5531914893617021, 0.5, 0.5563380281690141, 0.49295774647887325, 0.5038759689922481, 0.5032679738562091, 0.5488721804511278, 0.5935613682092555]","[0.5840909090909091, 0.4698924731182796, 0.5399568034557235, 0.5558194774346793, 0.5060012634238787, 0.7160493827160493, 0.5499325236167342, 0.6285714285714286, 0.5168269230769231, 0.6219512195121951, 0.4996481351161154]",196,1842,913,"[248, 475, 296, 106, 94, 110, 142, 71, 129, 153, 133, 994]","[440, 930, 1389, 421, 1583, 81, 1482, 105, 832, 82, 1421]",12,NA,0,"","",NA,"None","ENSMUSG00000027470","Mylk2",0.02,0.714,1.152,-0.083,2.176,0.805,3.42,5.85,-0.36,12.1,3.9,0.00361,3e-05,0.72313,0,0.00132,0.01876,0.000581,0.962845,0,0.01,41.68,0,1,1,0,1,1,"Mylk2","228785"
"57","ENSMUST00000121618",4209,3936.094,2.35214566356564,0.612744747663484,3.59633342392463,51.230563473938,1.55824419890544e-07,2.27798606406415e-05,1,"ENSMUST00000121618.2","0","0","1",0.4,0.607758620689655,0.573991031390135,0.47490931076179,"[0.5950540958268934, 0.4803481190342504]","[0.4713231448660585]",232,669,3308,"[647, 3562]","[17209]",2,NA,0,"","",NA,"One","ENSMUSG00000045312","Lhfpl2",3.02,0.668,0.639,-0.023,1.25,0.131,4.95,4.76,-0.16,9.77,0.91,0.00016,0.00023,0.87877,0,0.37821,0.00175,0.003034,0.984031,1e-06,0.557313,30.1,0,1,1,0,1,0,"Lhfpl2","218454"
"58","ENSMUST00000191757",4231,3958.094,1.03203250055898,1.31656457460659,1.50246321886724,49.8244894988698,1.97868702363746e-07,2.75488421559702e-05,1,"ENSMUST00000191757.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000062515","Fabp4",6.07,0.74,1.247,-0.031,1.94,0.478,10.53,18,-0.43,28.13,6.75,0,0,0.67331,0,1e-05,1e-06,0,0.953026,0,0.000138,244.34,0,1,1,0,1,0,"Fabp4","11770"
"59","ENSMUST00000177883",1388,1115.094,1.30512580464266,0.559295225136102,3.85471994986445,47.8831904745269,2.77287005807544e-07,3.53588442639259e-05,1,"ENSMUST00000177883.8","1","0","0",0.5,0.873949579831933,0.434343434343434,0.440709617180205,"[0.7926829268292683, 0.37681159420289856, 0.3972602739726027, 0.5434782608695652, 0.42424242424242425, 0.44025157232704404, 0.5576923076923077, 0.5, 0.40476190476190477]","[0.46600529726150497, 0.45834880554524077, 0.4915533580552122, 0.47225765306122447, 0.5140712945590994, 0.4866778221135281, 0.4605568445475638, 0.4653492774366314]",119,198,1071,"[164, 69, 73, 46, 33, 159, 104, 110, 630]","[84572, 8079, 2427, 3136, 2132, 7769, 862, 21659]",9,441,0,"","",NA,"One","ENSMUSG00000030638","Sh3gl3",3.97,0.724,0.595,-0.017,1.163,0.94,9.63,7.87,-0.22,15.97,12.75,0,0,0.83139,0,0,4e-06,4.1e-05,0.976949,0,0,87.83,0,1,1,0,1,1,"Sh3gl3","20408"
"60","ENSMUST00000021884",842,569.18,1.10723598640514,2.3035768865002,0.945808492554224,47.5554379303801,2.93809259806899e-07,3.67782704332593e-05,1,"ENSMUST00000021884.10","0","0","0",0.5,0.534722222222222,0.444444444444444,0.401685393258427,"[0.5309734513274337, 0.4661016949152542, 0.44715447154471544, 0.44715447154471544, 0.40273972602739727]","[0.3938879456706282, 0.4344569288389513, 0.3404255319148936, 0.4152823920265781]",144,342,356,"[113, 118, 123, 123, 365]","[589, 267, 94, 301]",5,NA,0,"","",NA,"None","ENSMUSG00000074874","Ctla2b",1.81,0.982,2.368,0.174,3.16,0.741,2.93,8.04,0.47,11.03,2.17,0.00991,0,0.64457,0,0.04563,0.03973,3.3e-05,0.945697,0,0.133107,39.44,0,1,1,0,1,0,"Ctla2b","13025"
"61","ENSMUST00000059401",3902,3629.094,1.87577414797973,0.978032436543936,3.12306784098393,47.5193495149316,2.95692468820854e-07,3.69011580068415e-05,1,"ENSMUST00000059401.7","0","1","0",0.5,0.585903083700441,0.616829180209462,0.485651214128035,"[0.6266149870801033, 0.4772727272727273, 0.5230769230769231, 0.46296296296296297, 0.5845070422535211, 0.6980132450331126, 0.6114649681528662, 0.5222222222222223, 0.5991561181434599, 0.6268656716417911, 0.5876288659793815, 0.5645161290322581, 0.5714285714285714, 0.48597081930415265]","[0.48360655737704916, 0.5409836065573771, 0.5012722646310432, 0.47866419294990725, 0.5190725504861631, 0.5379310344827586, 0.5328185328185329, 0.45885286783042395, 0.5059523809523809, 0.5569620253164557, 0.5300546448087432, 0.4878048780487805, 0.5197368421052632]",227,2769,906,"[774, 44, 65, 162, 142, 755, 157, 180, 237, 134, 97, 124, 140, 891]","[122, 122, 393, 539, 1337, 145, 259, 401, 168, 158, 183, 82, 152]",14,NA,1,"[0.6153846153846154]","[39]",39,"One","ENSMUSG00000038295","Atg9b",2.57,1.126,0.776,-0.054,1.383,0.944,6.84,4.55,-0.28,8.58,5.64,0,0.00035,0.7821,0,4e-05,0.000106,0.004154,0.971696,4e-06,0.000681,26.43,0,1,1,0,1,1,"Atg9b","213948"
"62","ENSMUST00000035661",8121,7848.094,1.84381114942077,0.854794560808829,3.56621821511718,46.9190855825699,3.29004610753639e-07,4.05636919637912e-05,1,"ENSMUST00000035661.7","0","0","0",0.6,0.617834394904459,0.598940435280641,0.538775510204082,"[0.6163265306122448, 0.6158536585365854, 0.5920608108108109, 0.629399585921325, 0.5480225988700564, 0.6130653266331658, 0.6074074074074074, 0.6347305389221557, 0.5760869565217391, 0.5811722912966252]","[0.5393074019366486, 0.5198150594451784, 0.4996066089693155, 0.4610244988864143, 0.5252613240418118, 0.6601941747572816, 0.5728155339805825, 0.5378151260504201, 0.5714285714285714]",157,6984,980,"[245, 164, 3552, 483, 177, 199, 135, 167, 184, 2815]","[18279, 1514, 1271, 449, 1148, 103, 103, 3570, 280]",10,NA,0,"","",NA,"None","ENSMUSG00000032911","Cspg4",1.21,1.157,0.849,0.142,1.999,0.999,6.78,4.8,0.72,12.63,5.75,1e-05,0.00021,0.48059,0,3e-05,0.000114,0.002853,0.913346,0,0.000574,42.09,0,1,1,0,1,1,"Cspg4","121021"
"63","ENSMUST00000079286",1280,1007.094,1.06304371836604,1.42402956468265,1.04988408213359,46.6487338680387,3.45312450700519e-07,4.20674837634653e-05,1,"ENSMUST00000079286.4","0","0","0",0.5,0.6,0.532110091743119,0.473309608540925,"[0.6, 0.5590909090909091, 0.4823529411764706]","[0.4854014598540146, 0.4759036144578313]",110,327,843,"[40, 220, 1020]","[1096, 1992]",3,NA,0,"","",NA,"None","ENSMUSG00000063767","S100a7a",0.78,0.827,1.422,0.594,2.512,1.391,3.51,6.54,2.48,12.57,6.36,0.00299,1e-05,0.0252,0,1e-05,0.016186,0.00022,0.434806,0,0.000242,37.92,0,1,1,0,1,1,"S100a7a","381493"
"64","ENSMUST00000097837",3168,2895.094,4.85616316365102,0.718053045504151,2.80970282156757,45.918494031173,3.9388613276471e-07,4.68690147455171e-05,1,"ENSMUST00000097837.11","0","0","0",0.7,0.828125,0.576498800959233,0.620215897939156,"[0.8273381294964028, 0.3611111111111111, 0.6041666666666666, 0.5384615384615384, 0.5913978494623656, 0.5192307692307693, 0.5949367088607594, 0.48148148148148145, 0.44047619047619047, 0.4752475247524752, 0.5769230769230769, 0.5897435897435898, 0.5555555555555556, 0.4827586206896552, 0.6159420289855072, 0.5909090909090909, 0.5545454545454546, 0.5964912280701754, 0.6290322580645161, 0.6407766990291263, 0.6153846153846154, 0.6341463414634146, 0.6200607902735562]","[0.5494159928122192, 0.5722543352601156, 0.5451776649746193, 0.5975609756097561, 0.5210392544478961, 0.606694560669456, 0.6039325842696629, 0.5825242718446602, 0.7075471698113207, 0.6333333333333333, 0.5385542168674698, 0.5723905723905723, 0.5705882352941176, 0.5993265993265994, 0.5703012912482066, 0.5822970007315289, 0.5855614973262032, 0.546583850931677, 0.6289517470881864, 0.6541666666666667, 0.6463414634146342, 0.5947712418300654]",64,2085,1019,"[139, 36, 48, 39, 186, 104, 79, 54, 84, 101, 130, 156, 72, 87, 138, 132, 110, 114, 124, 103, 104, 41, 987]","[2226, 692, 985, 328, 3541, 239, 356, 824, 212, 120, 830, 297, 510, 297, 1394, 2734, 748, 1288, 601, 480, 164, 306]",23,NA,0,"","",NA,"None","ENSMUSG00000041351","Rap1gap",4.65,0.736,0.735,0.018,1.15,0.564,8.33,8.35,0.2,13.33,6.34,0,0,0.84638,0,1e-05,1.6e-05,2.3e-05,0.978232,0,0.00025,53.76,0,1,1,0,1,0,"Rap1gap","110351"
"65","ENSMUST00000115149",1257,984.094,1,1.47533990708455,0.8258548405482,45.248697201752,4.4496979939996e-07,5.17441727239732e-05,1,"ENSMUST00000115149.3","0","1","0",0.5,0.561320754716981,0.536231884057971,0.485849056603774,"[0.5602836879432624, 0.599009900990099, 0.5909090909090909, 0.45294117647058824, 0.5050505050505051]","[0.46045658377496945, 0.48582230623818523, 0.4839779005524862, 0.488]",424,621,212,"[423, 202, 66, 170, 396]","[4906, 529, 905, 125]",5,NA,5,"[0.5740740740740741, 0.5913978494623656, 0.6111111111111112, 0.5714285714285714, 0.5714285714285714]","[108, 93, 72, 42, 63]",108,"One","ENSMUSG00000079625","Tm4sf19",0.4,1.208,1.475,0.055,2.762,1.052,4.72,5.97,0.19,12.31,4.06,0.00025,2e-05,0.85302,0,0.00094,0.002481,0.000488,0.978936,0,0.007744,40.9,0,1,1,0,1,1,"Tm4sf19","277203"
"66","ENSMUST00000099073",3580,3307.094,1.57036579000335,0.92104378394381,1.62668577782702,45.1008821691416,4.57180525794179e-07,5.28637583681727e-05,1,"ENSMUST00000099073.3","0","0","0",0,0.594339622641509,0.606318778842741,0.596651445966514,"[0.5876288659793815, 0.6554621848739496, 0.5578231292517006, 0.620253164556962, 0.5, 0.5740740740740741, 0.62, 0.515625, 0.6363636363636364, 0.6190476190476191, 0.6164383561643836, 0.6230769230769231, 0.6467391304347826, 0.6030534351145038, 0.6370967741935484, 0.5367647058823529, 0.6234567901234568, 0.6049382716049383, 0.6206896551724138, 0.5833333333333334, 0.5494505494505495, 0.5814569536423841]","[0.5398961284230406, 0.5532435740514076, 0.5339153794492948, 0.5335392762577229, 0.5772357723577236, 0.5609037328094303, 0.6071428571428571, 0.5812274368231047, 0.6218487394957983, 0.7368421052631579, 0.5807228915662651, 0.5346968590211834, 0.5332075471698113, 0.54, 0.5795454545454546, 0.5836909871244635, 0.555366269165247, 0.5545657015590201, 0.5414364640883977, 0.5088214537755822, 0.5628571428571428]",106,2817,657,"[97, 119, 147, 79, 24, 54, 150, 64, 44, 126, 146, 130, 552, 131, 124, 136, 162, 162, 203, 84, 91, 755]","[4236, 5719, 2978, 2266, 246, 1018, 84, 277, 119, 76, 1245, 1369, 2650, 700, 440, 466, 587, 449, 181, 1417, 350]",22,NA,0,"","",NA,"None","ENSMUSG00000074577","Ripor3",1.17,1.378,0.822,-0.072,1.594,1.143,9.49,5.32,-0.4,11.19,7.68,0,8e-05,0.69121,0,0,4e-06,0.001308,0.957363,0,4e-05,47.26,0,1,1,0,1,1,"Ripor3","69553"
"67","ENSMUST00000043237",3979,3706.094,1,0.695119965916564,2.70930789756749,44.0772120836177,5.52349954510264e-07,6.24567422319575e-05,1,"ENSMUST00000043237.14","0","0","1",0.4,0.690196078431373,0.630630630630631,0.488881621975147,"[0.7107843137254902, 0.5771428571428572, 0.6401384083044983, 0.5013591060102688]","[0.4779951100244499, 0.5360576923076923, 0.5324324324324324]",255,666,3058,"[204, 175, 289, 3311]","[3272, 416, 370]",4,NA,0,"","",NA,"One","ENSMUSG00000038375","Trp53inp2",1.51,0.883,0.757,-0.165,0.837,0.869,6.36,5.41,-1.01,5.97,6.28,1e-05,6e-05,0.32701,2e-05,1e-05,0.000213,0.001129,0.852607,0.000151,0.000272,23.03,0,1,1,0,1,1,"Trp53inp2","68728"
"68","ENSMUST00000018993",4531,4258.094,1,0.75432639172701,3.02302077977417,43.0589643308388,6.68580318213067e-07,7.33699682718913e-05,1,"ENSMUST00000018993.7","0","1","0",0.4,0.801369863013699,0.572850678733032,0.430591259640103,"[0.7737881508078994, 0.5, 0.5686274509803921, 0.5454545454545454, 0.5, 0.49230769230769234, 0.5714285714285714, 0.527027027027027, 0.5843621399176955, 0.5444444444444444, 0.6252319109461967, 0.6055045871559633, 0.5432098765432098, 0.367816091954023, 0.5440414507772021, 0.6028368794326241, 0.6086956521739131, 0.559322033898305, 0.6181818181818182, 0.5591397849462365, 0.5982905982905983, 0.5655737704918032, 0.4366863905325444]","[0.4818736956017624, 0.42389491242702254, 0.4560104529616725, 0.5055889939810834, 0.48024840434707605, 0.47110675808031344, 0.5075690115761353, 0.44335083114610674, 0.4765424649268366, 0.5531914893617021, 0.49466114621921986, 0.5290858725761773, 0.47364341085271316, 0.5056920311563811, 0.4859035004730369, 0.48673658235657, 0.4871562405560592, 0.47952047952047955, 0.48313616914170654, 0.4591601292108906, 0.46142208774583965, 0.47699530516431926]",438,3315,778,"[557, 110, 204, 77, 80, 130, 147, 74, 243, 90, 539, 109, 81, 87, 193, 141, 92, 118, 165, 93, 234, 122, 845]","[64685, 4796, 11480, 1163, 5797, 2042, 1123, 4572, 6629, 376, 4589, 361, 1290, 1669, 5285, 1621, 6618, 1001, 7946, 2167, 1322, 1065]",23,NA,2,"[0.75, 0.7450980392156863]","[36, 51]",51,"One","ENSMUSG00000018849","Wwc1",0.72,1.2,0.745,0.261,1.975,1.081,7.42,4.37,1.43,13.17,6.61,0,5e-04,0.17374,0,1e-05,5e-05,0.005472,0.739743,0,0.00017,44.73,0,1,1,0,1,1,"Wwc1","211652"
"69","ENSMUST00000184866",893,620.144,1.04440032031961,-0.864312920730797,1.83188382205881,42.3473856690312,7.65373174246072e-07,8.22283993212978e-05,-1,"ENSMUST00000184866.10","0","0","0",0.3,0.510489510489511,0.546603475513428,0.341880341880342,"[0.4788732394366197, 0.5362318840579711, 0.5853658536585366, 0.5614525139664804, 0.5217391304347826, 0.4307116104868914]","[0.507411630558723, 0.5241157556270096, 0.4715909090909091, 0.47704918032786886, 0.4561122244488978]",143,633,117,"[71, 69, 82, 358, 46, 267]","[877, 622, 176, 610, 2495]",6,NA,0,"","",NA,"None","ENSMUSG00000095180","Rhox5",2.23,-1.497,-0.874,-0.227,-2.302,-1.254,-11.3,-7.74,-2.25,-13.79,-10.14,0,0,0.03934,0,0,1e-06,4.9e-05,0.479935,0,3e-06,57.92,0,-1,-1,0,-1,-1,"Rhox5","18617"
"70","ENSMUST00000154999",588,315.94,1.46517437293681,0.815017645143624,2.02484814580153,41.817931034019,8.47186180140037e-07,8.91668501334956e-05,1,"ENSMUST00000154999.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000028494","Plin2",7.19,0.702,1.005,-0.195,1.432,0.434,11.61,16.58,-3.2,23.53,7.17,0,0,0.00573,0,0,1e-06,0,0.247176,0,8e-05,203.2,0,1,1,0,1,0,"Plin2","11520"
"71","ENSMUST00000050584",831,558.192,1.10542634112972,0.665886662295826,3.85345924356104,41.5958530733869,8.84271870788635e-07,9.21015279567206e-05,1,"ENSMUST00000050584.10","0","0","0",0.6,0.683453237410072,0.60952380952381,0.381962864721485,"[0.6916666666666667, 0.6255506607929515, 0.4256198347107438]","[0.42643236523901007, 0.46880156621451546]",139,315,377,"[120, 227, 484]","[17698, 35755]",3,NA,0,"","",NA,"None","ENSMUSG00000046727","Cystm1",4.64,1.783,0.724,0.011,2.114,1.996,16.21,6.21,0.09,19.45,18.32,0,1e-05,0.92886,0,0,0,0.000352,0.991223,0,0,163.82,0,1,1,0,1,1,"Cystm1","66060"
"72","ENSMUST00000163086",752,479.301,1.44551535267321,-1.22982039579427,0.529217980796897,40.2732536835734,1.14482509847259e-06,0.000112918375315129,-1,"ENSMUST00000163086.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","ENSMUSG00000033538","Casp4",5.94,-1.066,-0.922,-0.154,-2.031,-1.332,-17.33,-15.1,-2.57,-31.07,-21.42,0,0,0.02072,0,0,0,0,0.411878,0,0,273.26,0,-1,-1,0,-1,-1,"Casp4","12363"
